OFTIC,CNAME,PENDS,MEASURE,PDICITY,ANNDATS_x,VALUE,Quarter,Year,ALYSNAM,VALUE_ANALYST,AMASKCD,ANNDATS_y
A,AGILENT,2015-04-30,GPS,QTR,2015-05-18,0.25,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,GPS,QTR,2015-05-18,0.25,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,GRM,QTR,2015-05-18,49.84,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,NAV,QTR,2015-05-18,4161.0,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,NDT,QTR,2015-05-18,1647.0,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,NET,QTR,2015-05-18,129.0,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,PRE,QTR,2015-05-18,161.0,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,ROE,QTR,2015-05-18,12.95,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,BEUCHAW            S,47.0,147830,2015-04-10
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,MUKEN              R,46.0,112085,2015-04-13
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,PETERSON           T,48.0,107607,2015-04-21
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,MUKEN              R,45.0,112085,2015-05-18
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,DE BRUIN           D,46.0,86687,2015-05-28
A,AGILENT,2015-04-30,SAL,QTR,2015-05-18,963.0,2015Q2,2015,COUILLARD          B,48.0,138700,2015-05-29
A,AGILENT,2015-07-31,BPS,QTR,2015-08-17,12.3584,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,BPS,QTR,2015-08-17,12.3584,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,BPS,QTR,2015-08-17,12.3584,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,BPS,QTR,2015-08-17,12.3584,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,CPS,QTR,2015-08-17,0.27,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,CPS,QTR,2015-08-17,0.27,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,CPS,QTR,2015-08-17,0.27,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,CPS,QTR,2015-08-17,0.27,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,CPX,QTR,2015-08-17,19.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,CPX,QTR,2015-08-17,19.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,CPX,QTR,2015-08-17,19.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,CPX,QTR,2015-08-17,19.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,DPS,QTR,2015-08-17,0.1,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,DPS,QTR,2015-08-17,0.1,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,DPS,QTR,2015-08-17,0.1,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,DPS,QTR,2015-08-17,0.1,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,EBG,QTR,2015-08-17,114.73666666666666,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,EBG,QTR,2015-08-17,114.73666666666666,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,EBG,QTR,2015-08-17,114.73666666666666,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,EBG,QTR,2015-08-17,114.73666666666666,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,EBI,QTR,2015-08-17,199.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,EBI,QTR,2015-08-17,199.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,EBI,QTR,2015-08-17,199.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,EBI,QTR,2015-08-17,199.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,EBS,QTR,2015-08-17,0.67,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,EBS,QTR,2015-08-17,0.67,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,EBS,QTR,2015-08-17,0.67,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,EBS,QTR,2015-08-17,0.67,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,EBT,QTR,2015-08-17,223.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,EBT,QTR,2015-08-17,223.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,EBT,QTR,2015-08-17,223.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,EBT,QTR,2015-08-17,223.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,EPS,QTR,2015-08-17,0.44,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,EPS,QTR,2015-08-17,0.44,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,EPS,QTR,2015-08-17,0.44,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,EPS,QTR,2015-08-17,0.44,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,GPS,QTR,2015-08-17,0.31,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,GPS,QTR,2015-08-17,0.31,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,GPS,QTR,2015-08-17,0.31,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,GPS,QTR,2015-08-17,0.31,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,GRM,QTR,2015-08-17,50.59,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,GRM,QTR,2015-08-17,50.59,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,GRM,QTR,2015-08-17,50.59,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,GRM,QTR,2015-08-17,50.59,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,NAV,QTR,2015-08-17,4106.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,NAV,QTR,2015-08-17,4106.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,NAV,QTR,2015-08-17,4106.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,NAV,QTR,2015-08-17,4106.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,NDT,QTR,2015-08-17,-420.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,NDT,QTR,2015-08-17,-420.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,NDT,QTR,2015-08-17,-420.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,NDT,QTR,2015-08-17,-420.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,NET,QTR,2015-08-17,147.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,NET,QTR,2015-08-17,147.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,NET,QTR,2015-08-17,147.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,NET,QTR,2015-08-17,147.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,PRE,QTR,2015-08-17,184.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,PRE,QTR,2015-08-17,184.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,PRE,QTR,2015-08-17,184.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,PRE,QTR,2015-08-17,184.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,ROE,QTR,2015-08-17,14.24,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,ROE,QTR,2015-08-17,14.24,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,ROE,QTR,2015-08-17,14.24,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,ROE,QTR,2015-08-17,14.24,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-07-31,SAL,QTR,2015-08-17,1014.0,2015Q3,2015,MUKEN              R,44.0,112085,2015-08-17
A,AGILENT,2015-07-31,SAL,QTR,2015-08-17,1014.0,2015Q3,2015,RO                 I,41.0,99673,2015-08-17
A,AGILENT,2015-07-31,SAL,QTR,2015-08-17,1014.0,2015Q3,2015,RO                 I,40.0,99673,2015-08-27
A,AGILENT,2015-07-31,SAL,QTR,2015-08-17,1014.0,2015Q3,2015,MUKEN              R,42.5,112085,2015-09-09
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,BPS,QTR,2015-11-16,12.5151,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,CPS,QTR,2015-11-16,0.71,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,CPX,QTR,2015-11-16,27.0,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,DPS,QTR,2015-11-16,0.1,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,EBG,QTR,2015-11-16,133.82444444444445,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,EBI,QTR,2015-11-16,223.0,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,EBS,QTR,2015-11-16,0.74,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,EBT,QTR,2015-11-16,246.0,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,DE BRUIN           D,44.0,86687,2015-11-16
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,LEONARD            D,44.0,109728,2015-11-16
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,MEEHAN             J,41.0,180911,2015-11-17
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,RO                 I,39.0,99673,2015-11-17
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,COUILLARD          B,46.0,138700,2015-11-17
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,MUKEN              R,42.5,112085,2015-11-16
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,LEONE              D,50.0,137206,2015-11-18
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,RO                 I,48.0,99673,2015-12-07
A,AGILENT,2015-10-31,EPS,QTR,2015-11-16,0.5,2015Q4,2015,DE BRUIN           D,48.0,86687,2015-12-17
A,AGILENT,2015-10-31,GPS,QTR,2015-11-16,0.42,2015Q4,2015,MUKEN              R,39.0,112085,2015-10-05
A,AGILENT,2015-10-31,GPS,QTR,2015-11-16,0.42,2015Q4,2015,RO                 I,38.0,99673,2015-10-11
